Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,374.85400390625,389.04998779296875,370.5190124511719,387.5260009765625,355.3348083496094,5854848
2017-01-03,387.8110046386719,389.5740051269531,382.2860107421875,384.239013671875,352.3208923339844,3504437
2017-01-04,385.0010070800781,389.66900634765625,382.4280090332031,386.2869873046875,354.19873046875,3509934
2017-01-05,389.7650146484375,402.531005859375,388.04998779296875,399.48199462890625,366.297607421875,7553272
2017-01-06,400.6260070800781,405.29400634765625,395.9570007324219,399.72100830078125,366.5167541503906,4343359
2017-01-09,403.67401123046875,404.1510009765625,399.5299987792969,402.05499267578125,368.65692138671875,3277683
2017-01-10,402.72198486328125,412.0589904785156,402.6260070800781,411.48699951171875,377.3053894042969,5372486
2017-01-11,414.72601318359375,429.6369934082031,414.10699462890625,427.0639953613281,391.58843994140625,11998331
2017-01-12,427.77899169921875,429.8269958496094,422.3009948730469,426.3970031738281,390.97686767578125,5627446
2017-01-13,428.7309875488281,429.1130065917969,420.34698486328125,425.2539978027344,389.9288024902344,4442099
2017-01-16,423.25299072265625,437.7829895019531,422.3009948730469,436.7820129394531,400.4991760253906,7007130
2017-01-17,437.35400390625,437.87799072265625,429.5889892578125,432.781005859375,396.83056640625,3508542
2017-01-18,433.2569885253906,447.7860107421875,432.781005859375,446.2139892578125,409.1476745605469,9569204
2017-01-19,446.5480041503906,446.64300537109375,440.49798583984375,445.0710144042969,408.0996398925781,3615971
2017-01-20,443.9750061035156,445.69000244140625,431.2090148925781,433.0190124511719,397.0487976074219,5171755
2017-01-23,429.5889892578125,442.07000732421875,429.3030090332031,439.9739990234375,403.426025390625,4565768
2017-01-24,440.16400146484375,444.4519958496094,436.87701416015625,442.3080139160156,405.566162109375,3916915
2017-01-25,444.9280090332031,454.2170104980469,444.0710144042969,447.30999755859375,410.1526184082031,6620476
2017-01-27,447.64300537109375,451.4070129394531,441.45098876953125,447.1189880371094,409.97747802734375,5224333
2017-01-30,446.35699462890625,446.35699462890625,438.4020080566406,440.2120056152344,403.644287109375,3487583
2017-01-31,438.4490051269531,449.1199951171875,438.35400390625,441.1650085449219,404.5180969238281,4769178
2017-02-01,442.11700439453125,453.4070129394531,435.54400634765625,452.16900634765625,414.6080017089844,5849062
2017-02-02,451.1210021972656,458.1709899902344,444.2130126953125,454.4079895019531,416.6610107421875,6285175
2017-02-03,454.3599853515625,457.3139953613281,446.02398681640625,450.4540100097656,413.0354919433594,5546923
