Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,672.338134765625,678.5348510742188,666.102783203125,676.4434814453125,659.1992797851562,416643
2017-01-03,676.9856567382812,682.40771484375,670.014404296875,673.190185546875,656.0289916992188,280002
2017-01-04,673.6549682617188,678.5348510742188,667.690673828125,671.5635986328125,654.4439086914062,222772
2017-01-05,672.338134765625,682.097900390625,665.9091186523438,670.6340942382812,653.5380859375,502008
2017-01-06,670.014404296875,670.014404296875,659.1702270507812,662.4622192382812,645.5745239257812,609638
2017-01-09,664.0501098632812,670.4017333984375,659.0540771484375,665.0570678710938,648.1032104492188,299638
2017-01-10,666.9160766601562,669.2398071289062,655.490966796875,657.0401611328125,640.2906494140625,372287
2017-01-11,660.8743286132812,667.1097412109375,657.4661865234375,664.514892578125,647.5748291015625,445742
2017-01-12,664.6697998046875,668.9299926757812,658.899169921875,662.694580078125,645.8009643554688,423645
2017-01-13,664.5923461914062,664.6310424804688,653.2059326171875,655.3360595703125,638.6300048828125,298919
2017-01-16,654.4453125,668.542724609375,648.0549926757812,662.074951171875,645.1971435546875,445768
2017-01-17,662.8495483398438,668.3878173828125,652.2764892578125,654.871337890625,638.1771240234375,356735
2017-01-18,657.62109375,672.8416137695312,654.2516479492188,670.0918579101562,653.0096435546875,1670849
2017-01-19,672.9191284179688,672.9191284179688,664.6310424804688,669.8594970703125,652.7831420898438,1940616
2017-01-20,666.1414794921875,685.6610107421875,665.2894287109375,668.6976318359375,651.6509399414062,1043194
2017-01-23,669.8207397460938,687.0552368164062,665.7542114257812,684.4991455078125,667.0496826171875,1915882
2017-01-24,687.5974731445312,710.2152709960938,685.3511352539062,705.9163208007812,687.9208374023438,1716494
2017-01-25,704.0960693359375,729.9671630859375,700.9977416992188,718.890625,700.5643920898438,4219399
2017-01-27,719.2778930664062,727.8757934570312,716.4893798828125,721.2918090820312,702.9043579101562,893938
2017-01-30,725.552001953125,778.882080078125,724.2352294921875,750.9970703125,731.8524169921875,5936363
2017-01-31,740.6563720703125,749.4479370117188,702.353271484375,705.2966918945312,687.3169555664062,4720846
2017-02-01,712.6165161132812,731.9810791015625,712.6165161132812,727.8757934570312,709.320556640625,2133443
2017-02-02,731.9810791015625,740.075439453125,722.4536743164062,737.5968017578125,718.793701171875,1222451
2017-02-03,734.6920776367188,744.3743896484375,728.108154296875,731.4388427734375,712.792724609375,850111
2017-02-06,744.9940795898438,745.923583984375,729.5023803710938,732.0972290039062,713.4343872070312,832957
2017-02-07,735.4666748046875,742.8252563476562,730.0446166992188,736.1250610351562,717.3594970703125,762342
2017-02-08,736.280029296875,758.4718017578125,734.0724487304688,756.0706176757812,736.796630859375,1010464
2017-02-09,761.802490234375,761.802490234375,739.8043823242188,754.9474487304688,735.7020874023438,959202
2017-02-10,783.1035766601562,793.5216674804688,773.885986328125,783.1810302734375,763.2159423828125,8392692
2017-02-13,785.4273071289062,790.0748291015625,772.3755493164062,774.8154907226562,755.0636596679688,2526604
2017-02-14,778.030029296875,786.201904296875,772.414306640625,783.1035766601562,763.1404418945312,1963729
2017-02-15,784.6527099609375,800.9189453125,774.2733154296875,779.6953735351562,759.819091796875,2705483
2017-02-16,783.1035766601562,799.2923583984375,778.8433227539062,795.5355834960938,775.2554931640625,1756325
2017-02-17,801.6160888671875,809.2457275390625,794.1026611328125,806.0311889648438,785.4835205078125,1926260
2017-02-20,808.664794921875,819.8575439453125,801.6935424804688,817.456298828125,796.6174926757812,2249195
2017-02-21,825.318359375,831.9022827148438,817.99853515625,827.4871826171875,806.3926391601562,2173145
2017-02-22,828.803955078125,834.535888671875,796.3489379882812,811.3758544921875,790.6919555664062,4054085
2017-02-23,811.7631225585938,817.1077270507812,789.3389282226562,793.8702392578125,773.632568359375,5844492
2017-02-27,793.7927856445312,802.313232421875,785.1174926757812,788.7967529296875,768.6885375976562,2517769
2017-02-28,792.3211059570312,804.4820556640625,759.4013061523438,766.9922485351562,747.4398193359375,32738799
2017-03-01,764.90087890625,785.4273071289062,755.8381958007812,778.998291015625,759.1398315429688,2419270
2017-03-02,784.5752563476562,784.5752563476562,766.8372802734375,770.7876586914062,751.1384887695312,1167523
2017-03-03,773.0339965820312,796.7749633789062,767.224609375,790.849365234375,770.688720703125,2017167
2017-03-06,793.9476928710938,796.8136596679688,772.2206420898438,777.7589111328125,757.9320068359375,1034525
2017-03-07,785.1949462890625,785.1949462890625,771.4073486328125,779.30810546875,759.4417724609375,1017966
2017-03-08,782.3289794921875,783.8781127929688,770.9038696289062,776.2484741210938,756.4600830078125,1006542
2017-03-09,775.3577270507812,785.349853515625,773.0726928710938,781.941650390625,762.0081176757812,1055254
2017-03-10,783.1422729492188,786.7828369140625,770.710205078125,773.8472900390625,754.1201171875,830779
2017-03-14,786.9764404296875,803.2427368164062,776.4033813476562,800.8414916992188,780.4261474609375,3827035
2017-03-15,800.9577026367188,825.7056274414062,796.3101806640625,812.1891479492188,791.4844970703125,1462535
2017-03-16,817.2239379882812,821.05810546875,808.8584594726562,813.7383422851562,792.9942626953125,1217017
2017-03-17,814.0868530273438,817.0690307617188,797.9755249023438,806.65087890625,786.0874633789062,1117690
2017-03-20,809.82666015625,828.803955078125,800.725341796875,822.9558715820312,801.9768676757812,3187422
2017-03-21,828.803955078125,849.9888305664062,818.0759887695312,845.8447875976562,824.2822265625,1582651
2017-03-22,843.5210571289062,846.8517456054688,831.1664428710938,836.6272583007812,815.2996826171875,1476297
2017-03-23,841.197265625,848.7882080078125,835.1168212890625,845.767333984375,824.206787109375,1730844
2017-03-24,848.1685180664062,850.5697631835938,817.99853515625,819.7413330078125,798.8442993164062,4743563
2017-03-27,820.9419555664062,828.1455688476562,813.3123168945312,822.9171142578125,801.93896484375,1155491
2017-03-28,826.480224609375,828.0293579101562,813.6995849609375,825.4732666015625,804.4300537109375,817719
2017-03-29,828.803955078125,828.803955078125,815.1712646484375,819.47021484375,798.5800170898438,977412
2017-03-30,820.2835693359375,832.9866943359375,814.8614501953125,827.4484252929688,806.3548583984375,2810199
2017-03-31,828.9588623046875,830.3531494140625,810.5625,812.5377197265625,791.8242797851562,2075889
2017-04-03,815.7522583007812,821.0194091796875,809.516845703125,813.7770385742188,793.031982421875,634094
2017-04-05,814.8614501953125,835.0006103515625,814.8614501953125,825.1633911132812,804.1280517578125,1855403
2017-04-06,825.7056274414062,832.0184936523438,819.5089721679688,828.1068115234375,806.9964599609375,1168877
2017-04-07,826.6351318359375,831.9022827148438,813.3123168945312,818.8118286132812,797.9384155273438,1915141
2017-04-10,822.6072998046875,846.7742919921875,821.3679809570312,844.799072265625,823.2631225585938,1156935
2017-04-11,845.8447875976562,850.4923095703125,836.7047119140625,843.017578125,821.527099609375,2092116
2017-04-12,846.619384765625,847.0066528320312,816.29443359375,830.6242065429688,809.4496459960938,1312938
2017-04-13,830.6242065429688,832.5606689453125,811.7631225585938,813.8157958984375,793.0697631835938,1225612
2017-04-17,823.304443359375,833.5289306640625,819.1216430664062,830.4692993164062,809.2987060546875,1089406
2017-04-18,831.2051391601562,845.8447875976562,821.0194091796875,824.8148803710938,803.7883911132812,2252233
2017-04-19,826.480224609375,843.3661499023438,821.8327026367188,838.2538452148438,816.884765625,454283
2017-04-20,840.4227294921875,891.3902587890625,838.2151489257812,888.79541015625,866.137939453125,2477393
