Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,300.04998779296875,302.6499938964844,297.0,300.04998779296875,210.73159790039062,1729563
2017-01-03,301.0,307.29998779296875,299.5,305.29998779296875,214.41876220703125,1459916
2017-01-04,306.0,310.0,305.45001220703125,306.1499938964844,215.0157470703125,1954806
2017-01-05,307.1000061035156,311.3999938964844,306.6000061035156,308.29998779296875,216.52577209472656,1845973
2017-01-06,309.0,310.54998779296875,305.0,306.20001220703125,215.05091857910156,940177
2017-01-09,305.8500061035156,305.95001220703125,299.6000061035156,300.0,210.69647216796875,1947858
2017-01-10,301.04998779296875,303.25,299.1000061035156,300.6000061035156,211.11785888671875,1455309
2017-01-11,301.6000061035156,318.0,301.6000061035156,316.8500061035156,222.5305938720703,7657690
2017-01-12,318.0,318.6499938964844,310.5,313.20001220703125,219.96714782714844,2316891
2017-01-13,316.0,319.29998779296875,313.54998779296875,315.0,221.23130798339844,3458448
2017-01-16,319.0,319.0,310.3500061035156,313.79998779296875,220.3885040283203,3866192
2017-01-17,314.54998779296875,315.45001220703125,306.04998779296875,307.0,215.61273193359375,3759649
2017-01-18,304.79998779296875,309.79998779296875,304.54998779296875,308.70001220703125,216.8066864013672,3680888
2017-01-19,309.0,310.45001220703125,306.6000061035156,307.3500061035156,215.8585662841797,2434032
2017-01-20,307.0,308.3500061035156,302.45001220703125,303.70001220703125,213.29507446289062,3784930
2017-01-23,303.8999938964844,306.20001220703125,302.54998779296875,303.3999938964844,213.08436584472656,1855848
2017-01-24,304.5,310.75,303.6000061035156,309.45001220703125,217.3334503173828,2508724
2017-01-25,309.79998779296875,319.0,307.5,317.20001220703125,222.77642822265625,5594608
2017-01-27,318.0,320.3999938964844,316.0,317.75,223.16268920898438,2607499
2017-01-30,316.6000061035156,317.54998779296875,313.3999938964844,314.70001220703125,221.02061462402344,1713746
2017-01-31,313.3999938964844,314.3500061035156,303.0,309.20001220703125,217.15785217285156,17232981
2017-02-01,310.0,313.70001220703125,306.29998779296875,313.04998779296875,219.8617706298828,3168177
2017-02-02,311.3999938964844,322.79998779296875,308.75,320.45001220703125,225.0589599609375,3723534
2017-02-03,320.45001220703125,326.8999938964844,320.45001220703125,326.1499938964844,229.06219482421875,3778609
2017-02-06,326.0,329.0,322.3999938964844,325.04998779296875,228.2896270751953,1934568
2017-02-07,326.0,326.5,310.54998779296875,315.04998779296875,221.26641845703125,5669911
2017-02-08,313.0,322.5,313.0,321.75,225.9719696044922,4346528
2017-02-09,322.1000061035156,325.0,318.20001220703125,322.1499938964844,226.2528839111328,2390829
2017-02-10,324.0,325.25,321.3999938964844,324.5,227.90335083007812,2168081
2017-02-13,318.0,321.5,314.79998779296875,320.8999938964844,225.375,4142829
2017-02-14,319.0,320.70001220703125,315.25,320.20001220703125,224.88336181640625,2050709
2017-02-15,320.95001220703125,322.79998779296875,317.25,319.95001220703125,224.70782470703125,2649600
2017-02-16,317.5,319.0,315.79998779296875,318.29998779296875,223.54893493652344,2703863
2017-02-17,320.0,320.0,311.0,316.25,222.10919189453125,4292500
2017-02-20,316.25,320.8999938964844,314.1000061035156,319.8999938964844,224.67266845703125,2429373
2017-02-21,320.5,321.3999938964844,317.1000061035156,319.6000061035156,224.4619903564453,1678198
2017-02-22,322.29998779296875,329.70001220703125,320.54998779296875,328.3500061035156,230.60731506347656,3479768
2017-02-23,329.6000061035156,332.0,325.5,327.70001220703125,230.15078735351562,9869639
2017-02-27,330.0,332.29998779296875,327.70001220703125,329.95001220703125,231.73101806640625,5619203
2017-02-28,330.0,331.3999938964844,320.1000061035156,321.8999938964844,226.0773468017578,5247380
2017-03-01,323.0,324.5,318.6000061035156,320.20001220703125,224.88336181640625,4131446
2017-03-02,318.3500061035156,326.3500061035156,318.3500061035156,321.3999938964844,225.72618103027344,4008179
2017-03-03,322.0,324.3999938964844,320.5,321.25,225.62078857421875,2402666
2017-03-06,325.0,327.8999938964844,320.6000061035156,322.8999938964844,226.77963256835938,4040938
2017-03-07,325.0,326.25,321.29998779296875,322.79998779296875,226.70941162109375,4787611
2017-03-08,325.0,325.70001220703125,319.29998779296875,320.20001220703125,224.88336181640625,4290085
2017-03-09,319.3500061035156,319.8999938964844,317.54998779296875,318.1000061035156,223.40850830078125,4365909
2017-03-10,319.54998779296875,320.0,315.25,316.29998779296875,222.14431762695312,5243694
2017-03-14,302.0,302.0,293.8999938964844,294.95001220703125,220.20323181152344,9137462
2017-03-15,296.5,296.95001220703125,292.0,292.70001220703125,218.5234375,6245963
2017-03-16,294.6000061035156,295.5,291.20001220703125,291.95001220703125,217.96348571777344,8597054
2017-03-17,293.95001220703125,294.6000061035156,288.20001220703125,289.25,215.94773864746094,9065938
2017-03-20,290.0,292.3999938964844,288.04998779296875,291.79998779296875,217.85147094726562,7075100
2017-03-21,293.0,294.79998779296875,291.0,292.25,218.1874542236328,6910712
2017-03-22,291.0,293.29998779296875,289.5,292.1499938964844,218.11279296875,4830714
2017-03-23,292.3500061035156,296.95001220703125,292.29998779296875,295.8999938964844,220.91246032714844,11221222
2017-03-24,298.0,300.0,295.6499938964844,297.8500061035156,222.3682861328125,9643952
2017-03-27,293.45001220703125,293.45001220703125,290.45001220703125,291.5,217.62750244140625,5001302
2017-03-28,291.8999938964844,292.3999938964844,289.6000061035156,290.3500061035156,216.76895141601562,5418025
2017-03-29,290.5,294.6000061035156,290.20001220703125,294.1000061035156,219.5686492919922,5756051
2017-03-30,295.5,295.5,289.0,289.5,216.13436889648438,7141482
2017-03-31,290.0,294.20001220703125,289.6000061035156,292.6499938964844,218.48609924316406,7016938
2017-04-03,292.6499938964844,295.25,291.0,295.0,220.2405548095703,3252869
2017-04-05,296.79998779296875,296.79998779296875,289.79998779296875,290.04998779296875,216.5449676513672,7897483
2017-04-06,289.79998779296875,289.79998779296875,285.75,286.3999938964844,213.8199920654297,8564973
2017-04-07,286.20001220703125,286.20001220703125,280.1000061035156,283.8999938964844,211.95352172851562,11862350
2017-04-10,284.8999938964844,288.6000061035156,284.75,286.75,214.08128356933594,5200102
2017-04-11,286.5,290.3999938964844,286.1499938964844,288.8999938964844,215.68641662597656,4064823
2017-04-12,288.25,291.8500061035156,288.0,290.0,216.50765991210938,4747753
2017-04-13,288.8999938964844,291.54998779296875,288.54998779296875,291.04998779296875,217.29156494140625,3847263
2017-04-17,291.0,291.0,285.20001220703125,285.79998779296875,213.3720245361328,1515055
2017-04-18,283.0,284.5,278.70001220703125,279.25,208.48193359375,4906059
